ticker,name,close,gross_margin_ttm,operating_margin_ttm,net_margin_ttm,ebitda_margin_ttm
NYSE:AMR,AMR,163.7200,1.92%,-0.94%,-1.57%,7.57%
NYSE:LC,LC,18.6200,70.88%,11.81%,7.33%,31.11%
OTC:SZGPF,SZGPF,35.5500,4.61%,-5.06%,-4.47%,1.50%
AMEX:IE,IE,16.0800,-2105.81%,-3195.17%,-2120.18%,
NYSE:CMPO,CMPO,20.8600,51.04%,17.95%,-35.49%,20.27%
NASDAQ:NBTB,NBTB,40.7450,,23.19%,16.10%,
NYSE:PHIN,PHIN,54.8100,21.35%,8.90%,3.22%,13.52%
NASDAQ:FRME,FRME,36.8600,,24.12%,22.48%,
NYSE:HTH,HTH,33.7700,,10.44%,9.86%,
NYSE:SII,SII,82.3400,92.53%,37.09%,25.09%,38.23%
NYSE:NOG,NOG,21.7350,37.49%,34.47%,27.38%,70.53%
NYSE:BKD,BKD,8.9250,8.09%,2.44%,-7.60%,13.95%
OTC:BSFFF,BSFFF,32.1000,39.36%,8.64%,-0.31%,44.23%
OTC:MEOBF,MEOBF,1.6500,29.47%,-361.46%,-587.03%,
NYSE:TSLX,TSLX,22.4500,78.19%,81.09%,44.79%,81.09%
NASDAQ:KLIC,KLIC,40.5000,42.43%,-4.08%,0.90%,-1.23%
NASDAQ:SONO,SONO,17.4500,43.29%,-3.31%,-5.41%,1.36%
NASDAQ:COGT,COGT,15.0900,,,,
OTC:LNXSF,LNXSF,24.4000,21.19%,1.07%,-2.68%,11.43%
NASDAQ:FRMEP,FRMEP,25.7500,,24.12%,22.48%,
NYSE:YELP,YELP,33.3800,87.49%,13.13%,10.28%,17.25%
NYSE:CC,CC,14.0600,18.32%,6.84%,-7.15%,12.54%
NASDAQ:METC,METC,35.1950,5.77%,-2.86%,-3.17%,8.43%
OTC:LCSHF,LCSHF,8.6100,,13.72%,11.48%,
NASDAQ:NWL,NWL,5.0050,34.58%,6.76%,-3.29%,10.99%
NASDAQ:AAOI,AAOI,33.6200,28.72%,-13.02%,-42.29%,-7.13%
NYSE:STC,STC,74.8050,,6.05%,3.65%,
OTC:ELALF,ELALF,3.8001,27.82%,19.45%,13.86%,27.40%
OTC:PKCOF,PKCOF,12.2500,26.34%,9.33%,3.51%,18.43%
NYSE:SVV,SVV,13.4250,30.14%,8.10%,2.14%,12.78%
NYSE:NGVT,NGVT,57.1850,34.24%,21.83%,-16.35%,29.52%
NASDAQ:SMPL,SMPL,20.6800,35.07%,15.90%,7.14%,17.63%
NYSE:PARR,PARR,40.8950,0.99%,-0.22%,-0.25%,1.59%
NASDAQ:BUSE,BUSE,23.3200,,13.79%,9.57%,
NASDAQ:GT,GT,7.2400,18.56%,3.98%,2.22%,9.64%
NYSE:ARLO,ARLO,19.8400,40.19%,-1.95%,-1.38%,-1.32%
NASDAQ:ANIP,ANIP,95.3850,49.76%,1.46%,-1.69%,12.77%
NYSE:HNI,HNI,45.0800,40.22%,9.04%,5.73%,13.12%
NASDAQ:TRMD,TRMD,21.1900,33.76%,26.49%,24.88%,42.21%
NASDAQ:BUSEP,BUSEP,25.6500,,13.79%,9.57%,
OTC:DNACF,DNACF,18.6800,58.97%,25.04%,18.83%,28.35%
OTC:MTASF,MTASF,33.0000,14.05%,5.60%,1.45%,11.71%
NYSE:AAUC,AAUC,17.8550,28.11%,19.88%,-13.05%,27.40%
OTC:DRDGF,DRDGF,2.4000,38.99%,36.28%,28.47%,42.85%
NYSE:BBT,BBT,24.4300,,20.86%,16.31%,
OTC:HTWSF,HTWSF,1.9500,,,,
NYSE:AORT,AORT,43.5300,60.25%,6.81%,-4.42%,12.58%
NASDAQ:QDEL,QDEL,30.2400,40.27%,4.30%,-16.08%,20.33%
NASDAQ:OUST,OUST,35.5100,42.32%,-82.45%,-73.07%,-72.03%
NYSE:PBI,PBI,11.9250,53.57%,18.04%,7.40%,22.61%
OTC:RNDOF,RNDOF,7.1000,,,,
NYSE:UAA,UAA,4.8550,48.24%,9.51%,1.98%,12.09%
OTC:EOGSF,EOGSF,3.1000,40.23%,38.35%,20.35%,47.47%
OTC:CMGMF,CMGMF,7.6000,,,,
NASDAQ:METCB,METCB,14.4300,5.77%,-2.86%,-3.17%,8.43%
OTC:CNPPF,CNPPF,0.6219,17.50%,14.66%,10.70%,
NYSE:UA,UA,4.6721,48.24%,9.51%,1.98%,12.09%
NYSE:TNK,TNK,59.0400,24.07%,19.43%,28.94%,28.96%
NYSE:KN,KN,23.7500,40.77%,11.82%,6.24%,18.20%
NYSE:ASGN,ASGN,46.5650,27.28%,6.54%,3.28%,9.30%
NASDAQ:EYE,EYE,25.7500,53.78%,2.30%,-0.79%,7.12%
OTC:CGEAF,CGEAF,48.2265,29.62%,24.79%,11.09%,49.31%
NASDAQ:EFSC,EFSC,55.1100,,26.35%,21.28%,
NASDAQ:CERT,CERT,12.6850,47.46%,7.20%,1.97%,25.05%
NASDAQ:TWST,TWST,33.7400,49.24%,-39.30%,-23.51%,-32.33%
NYSE:HE,HE,11.7950,1.34%,1.34%,-0.64%,9.29%
NASDAQ:ROCK,ROCK,68.6900,27.42%,12.60%,10.35%,14.98%
OTC:BRLXF,BRLXF,19.6900,39.52%,23.49%,-1.20%,59.64%
OTC:BMCLF,BMCLF,0.2524,13.35%,6.85%,-0.37%,11.59%
NYSE:SKE,SKE,16.7000,,,,
NASDAQ:SBLK,SBLK,17.5900,23.31%,14.26%,10.98%,29.65%
NYSE:TDC,TDC,21.3100,59.28%,11.40%,6.57%,16.78%
NASDAQ:EFSCP,EFSCP,20.1750,,26.35%,21.28%,
NASDAQ:LFST,LFST,5.1700,28.15%,0.05%,-1.23%,4.42%
NASDAQ:PRCT,PRCT,36.1400,63.13%,-33.37%,-30.60%,-31.25%
AMEX:ARMN,ARMN,9.9300,37.57%,32.15%,0.83%,38.60%
NYSE:PBI/PB,PBI/PB,19.3000,53.57%,18.04%,7.40%,22.61%
NYSE:DHT,DHT,12.4950,31.80%,27.96%,36.75%,49.03%
NYSE:DV,DV,12.2600,75.04%,12.18%,7.38%,19.23%
NASDAQ:LMAT,LMAT,88.5800,67.27%,23.37%,20.08%,27.65%
NASDAQ:STRA,STRA,83.7400,48.39%,13.50%,9.27%,17.15%
OTC:CTRYQ,CTRYQ,0.0200,-2.87%,-8.32%,-17.47%,-7.62%
NASDAQ:FBNC,FBNC,48.1300,,24.10%,18.34%,
NASDAQ:SYBT,SYBT,67.6500,,29.88%,23.86%,
NYSE:EVTC,EVTC,31.1400,38.15%,21.49%,15.55%,35.51%
OTC:AFBOF,AFBOF,11.0500,-1.63%,-5.09%,2.83%,3.30%
OTC:DSITF,DSITF,1.8900,,2.27%,1.24%,5.59%
OTC:HSYDF,HSYDF,20.6300,27.21%,0.66%,6.62%,14.63%
NASDAQ:BELFA,BELFA,139.7300,37.84%,12.65%,8.59%,16.46%
NASDAQ:SLDE,SLDE,15.8050,,35.60%,25.99%,
NASDAQ:PLUS,PLUS,74.4900,24.71%,5.49%,5.05%,6.95%
NYSE:SDRL,SDRL,31.9700,12.03%,4.13%,5.68%,18.75%
OTC:PORBF,PORBF,8.9450,81.15%,8.66%,3.79%,13.56%
OTC:PGCMF,PGCMF,0.6867,13.44%,5.26%,4.67%,8.00%
NYSE:VOYG,VOYG,33.5391,,,,
NYSE:PACS,PACS,12.7300,,,,
NYSE:WLY,WLY,37.0800,71.06%,14.85%,5.82%,23.76%
NYSE:WLYB,WLYB,37.0501,71.06%,14.85%,5.82%,23.76%
NYSE:ADNT,ADNT,24.1800,6.72%,3.14%,-1.53%,5.41%
NASDAQ:BELFB,BELFB,158.1800,37.84%,12.65%,8.59%,16.46%
NASDAQ:PRGS,PRGS,45.6650,70.89%,18.55%,5.16%,33.64%
OTC:NICMF,NICMF,0.4500,11.83%,10.13%,-9.17%,17.16%
NASDAQ:AVAH,AVAH,9.3500,32.86%,10.08%,0.85%,11.39%
OTC:GYGLF,GYGLF,18.8800,22.41%,9.74%,3.32%,18.85%
NYSE:GEL,GEL,15.9100,13.46%,10.94%,-5.07%,23.82%
NASDAQ:CSGS,CSGS,67.6800,47.98%,12.32%,6.78%,17.91%
OTC:TAOFF,TAOFF,5.8000,,,,
NYSE:NWN,NWN,47.5400,37.73%,29.37%,8.34%,45.43%
NYSE:OI,OI,12.6250,14.80%,8.86%,-3.95%,16.17%
OTC:ODFJF,ODFJF,8.0900,23.03%,23.03%,13.06%,47.13%
NASDAQ:CLOV,CLOV,3.7750,,-2.65%,-2.62%,
NASDAQ:HLMN,HLMN,9.7850,38.71%,6.30%,1.44%,15.39%
OTC:AUTLF,AUTLF,4.6000,12.61%,4.45%,4.92%,8.46%
NASDAQ:TRIP,TRIP,16.5800,65.78%,8.36%,3.48%,13.02%
NYSE:VVX,VVX,60.6900,8.60%,4.35%,1.63%,6.95%
NYSE:SCS,SCS,16.7699,33.60%,4.68%,2.83%,7.06%
NASDAQ:LQDA,LQDA,22.3300,63.81%,-715.38%,-732.17%,
NYSE:XIFR,XIFR,10.2250,18.17%,12.49%,-12.98%,64.07%
NASDAQ:NTCT,NTCT,26.7000,72.11%,11.22%,8.72%,19.55%
OTC:ONTTF,ONTTF,1.9900,57.32%,-74.79%,-70.02%,-52.08%
OTC:EHMEF,EHMEF,119.1000,93.10%,41.00%,17.81%,46.20%
NASDAQ:IRDM,IRDM,18.0350,47.33%,26.75%,14.44%,50.71%
NYSE:CCS,CCS,64.4700,17.76%,4.41%,5.29%,5.05%
NASDAQ:DXPE,DXPE,121.8300,31.40%,8.64%,4.52%,10.54%
AMEX:NHC,NHC,123.3400,72.21%,8.26%,7.24%,11.30%
NASDAQ:PSIX,PSIX,82.9950,28.89%,17.20%,18.56%,18.07%
OTC:WIPKF,WIPKF,31.3500,30.74%,15.98%,12.24%,21.03%
NYSE:FIHL,FIHL,18.1700,,-0.73%,-1.71%,
NYSE:CXM,CXM,7.7850,69.94%,5.94%,14.64%,8.23%
NYSE:LION,LION,6.5500,22.62%,5.68%,-5.72%,48.38%
OTC:PRXXF,PRXXF,17.9345,,38.97%,31.47%,
OTC:ATROB,ATROB,51.0000,28.08%,4.27%,-0.45%,7.05%
OTC:AWEVF,AWEVF,2.4000,51.93%,-23.85%,-54.48%,-12.20%
NYSE:BWLP,BWLP,12.5000,13.86%,8.30%,6.10%,14.85%
NASDAQ:ADEA,ADEA,17.2400,84.73%,38.34%,22.15%,53.61%
OTC:ALZCF,ALZCF,185.2500,30.69%,14.15%,10.43%,18.89%
NASDAQ:IOSP,IOSP,75.9000,28.40%,9.31%,1.08%,12.03%
NYSE:ENOV,ENOV,32.9325,50.72%,-1.02%,-37.91%,12.17%
NYSE:UTI,UTI,34.5550,49.43%,10.44%,7.79%,17.25%
NASDAQ:MVST,MVST,5.7801,35.46%,10.32%,-32.29%,17.90%
NASDAQ:TRUP,TRUP,43.7200,,0.63%,0.81%,
NASDAQ:LZ,LZ,10.4150,62.83%,3.83%,4.07%,9.89%
NYSE:CTRI,CTRI,21.1650,7.65%,3.74%,-0.12%,9.48%
NASDAQ:VERA,VERA,29.3800,,,,
NYSE:RAMP,RAMP,28.5800,70.90%,3.41%,1.67%,5.51%
NYSE:MTX,MTX,59.7100,25.41%,14.23%,-0.08%,19.06%
NYSE:HLIO,HLIO,56.3500,26.79%,9.51%,4.46%,17.71%
OTC:EUTLF,EUTLF,3.9328,15.57%,-10.62%,-86.99%,54.37%
OTC:SHPPF,SHPPF,90.6900,20.59%,-1.51%,-1.30%,1.06%
NASDAQ:SKWD,SKWD,45.9700,,14.21%,10.49%,
NASDAQ:CENTA,CENTA,28.9850,30.27%,7.85%,4.44%,10.62%
NASDAQ:CENT,CENT,31.9700,30.27%,7.85%,4.44%,10.62%
NASDAQ:CRML,CRML,15.7500,,,,
NASDAQ:CECO,CECO,52.4500,33.68%,7.01%,7.99%,9.69%
NYSE:MODG,MODG,10.0500,62.65%,5.07%,-36.08%,11.69%
NASDAQ:ATRC,ATRC,37.1700,74.10%,-3.42%,-7.27%,0.59%
OTC:IPSOF,IPSOF,42.6100,19.98%,11.92%,7.32%,15.82%
NYSE:KSS,KSS,16.4050,35.97%,3.28%,1.31%,7.79%
NYSE:HMN,HMN,45.1700,,12.72%,8.50%,
NYSE:BTE,BTE,2.3900,24.85%,21.97%,11.64%,64.76%
OTC:FFXDF,FFXDF,17.4800,24.09%,303.59%,104.13%,
OTC:MXCHF,MXCHF,0.9307,21.85%,5.16%,-4.77%,14.11%
NYSE:RCUS,RCUS,17.2000,96.18%,-129.01%,-113.74%,
NASDAQ:NWBI,NWBI,12.4850,,23.95%,17.45%,
NASDAQ:VCEL,VCEL,36.1700,73.47%,0.48%,2.85%,3.82%
OTC:SLOIF,SLOIF,50.9968,28.80%,12.62%,10.24%,28.35%
NASDAQ:FIVN,FIVN,23.5800,53.99%,-0.77%,0.80%,13.27%
NASDAQ:VRDN,VRDN,22.2800,-255.08%,-121831.15%,-107863.61%,
NYSE:NOMD,NOMD,11.8600,29.06%,14.38%,6.93%,17.67%
NASDAQ:AVDL,AVDL,18.5550,89.64%,1.02%,-1.32%,2.65%
NASDAQ:EXPI,EXPI,11.4550,7.30%,-0.20%,-0.61%,0.01%
NYSE:AIN,AIN,60.9950,31.61%,9.77%,5.25%,17.16%
OTC:HOEGF,HOEGF,9.4300,40.60%,38.85%,43.62%,48.42%
NASDAQ:BLBD,BLBD,56.6500,19.40%,10.02%,8.16%,11.12%
NASDAQ:VECO,VECO,29.8500,40.76%,8.98%,8.78%,12.16%
NASDAQ:SYRE,SYRE,23.1550,,,,
NASDAQ:ATRO,ATRO,50.9900,28.08%,4.27%,-0.45%,7.05%
NYSE:GRDN,GRDN,28.3200,19.63%,-4.69%,-6.90%,-3.12%
NYSE:WT,WT,12.1750,76.93%,32.97%,12.91%,33.74%
NASDAQ:JJSF,JJSF,91.9900,29.22%,6.47%,5.24%,11.00%
NASDAQ:NN,NN,13.2900,-141.04%,-1004.33%,-2678.59%,
NASDAQ:HTO,HTO,50.6950,45.80%,23.05%,13.03%,38.00%
NYSE:SEM,SEM,14.4000,9.62%,6.23%,2.18%,8.94%
NYSE:ARR/PC,ARR/PC,21.7700,94.94%,89.99%,8.80%,89.99%
NASDAQ:SHLS,SHLS,10.6450,31.33%,10.32%,5.28%,13.58%
OTC:PFFVF,PFFVF,180.3800,36.74%,5.29%,3.68%,9.93%
NYSE:OFG,OFG,39.8100,,26.72%,22.27%,
NYSE:BHVN,BHVN,16.7500,,,,
NYSE:NIC,NIC,119.2500,,32.18%,26.49%,
NASDAQ:PZZA,PZZA,54.0700,16.92%,7.85%,3.59%,11.27%
OTC:IPCFF,IPCFF,15.7800,16.50%,14.25%,7.71%,35.31%
OTC:TGSNF,TGSNF,9.0000,20.24%,14.39%,2.86%,58.66%
NASDAQ:CHCO,CHCO,121.8300,,39.78%,32.17%,
OTC:SMUPF,SMUPF,9.1500,15.24%,1.10%,0.03%,4.50%
OTC:GTBIF,GTBIF,7.6105,49.50%,15.75%,2.52%,30.63%
OTC:BEPTF,BEPTF,0.7736,31.63%,30.25%,-2.08%,51.71%
NASDAQ:PWP,PWP,19.7700,97.68%,8.94%,6.57%,11.27%
NASDAQ:SION,SION,39.7900,,,,
OTC:SOIEF,SOIEF,32.7500,24.73%,14.99%,13.84%,26.71%
NASDAQ:CLDX,CLDX,26.3900,42.24%,-4053.69%,-3446.88%,
NYSE:UTZ,UTZ,12.3777,32.24%,5.80%,1.27%,11.04%
NYSE:CDRE,CDRE,43.0300,40.75%,12.22%,6.65%,15.09%
NYSE:AGM.A,AGM.A,122.2900,100.00%,87.94%,21.03%,89.59%
OTC:ASGTF,ASGTF,40.3600,91.95%,9.86%,4.36%,17.91%
OTC:AIXXF,AIXXF,15.4900,40.99%,20.68%,17.16%,23.07%
NASDAQ:CLMT,CLMT,20.0900,-0.65%,-5.75%,-11.08%,-1.31%
NYSE:BKV,BKV,20.5300,22.11%,2.93%,-2.51%,27.31%
NYSE:SLVM,SLVM,43.0600,18.23%,9.21%,6.14%,13.58%
NYSE:NSP,NSP,46.1300,13.98%,0.70%,0.60%,1.36%
NYSE:SHO/PI,SHO/PI,20.1800,18.86%,7.47%,2.12%,21.45%
NYSE:SHO/PH,SHO/PH,21.0501,18.86%,7.47%,2.12%,21.45%
NYSE:AGM,AGM,162.6800,100.00%,87.94%,21.03%,89.59%
NYSE:SHCO,SHCO,8.8900,16.55%,2.57%,-4.67%,10.42%
NYSE:NTB,NTB,42.0700,,27.68%,27.04%,
OTC:MAUTF,MAUTF,4.8050,,,,
OTC:MOGLF,MOGLF,1.6600,26.23%,22.43%,9.73%,37.07%
NASDAQ:PRCH,PRCH,16.5700,61.76%,6.02%,12.82%,18.55%
OTC:YLLXF,YLLXF,7.2020,,,,
NASDAQ:LILAK,LILAK,8.6250,56.94%,14.16%,-26.61%,35.25%
NYSE:AGM/PF,AGM/PF,20.2300,100.00%,87.94%,21.03%,89.59%
NYSE:AGM/PH,AGM/PH,25.1188,100.00%,87.94%,21.03%,89.59%
NYSE:AGM/PG,AGM/PG,19.3407,100.00%,87.94%,21.03%,89.59%
NYSE:AGM/PE,AGM/PE,22.2800,100.00%,87.94%,21.03%,89.59%
NYSE:AGM/PD,AGM/PD,22.5200,100.00%,87.94%,21.03%,89.59%
OTC:TVPKF,TVPKF,8.1500,25.88%,2.68%,-0.42%,6.65%
NASDAQ:LILA,LILA,8.5100,56.94%,14.16%,-26.61%,35.25%
NYSE:KMT,KMT,22.6400,29.81%,7.90%,4.73%,14.84%
NYSE:AAMI,AAMI,48.0600,96.41%,29.09%,15.99%,32.17%
NASDAQ:TXG,TXG,13.8250,71.72%,-23.29%,-13.13%,-16.96%
NASDAQ:PAHC,PAHC,42.4500,30.16%,9.36%,3.72%,12.88%
OTC:AUSDF,AUSDF,1.8300,17.53%,6.70%,3.46%,17.60%
NASDAQ:STOK,STOK,31.3800,97.82%,20.15%,26.26%,22.33%
NASDAQ:HRMY,HRMY,29.8800,75.25%,28.72%,23.42%,31.81%
OTC:SHICF,SHICF,130.2600,39.05%,17.74%,12.80%,20.81%
NYSE:DX/PC,DX/PC,25.9200,100.00%,127.11%,42.55%,
NYSE:CWH,CWH,16.8200,28.64%,3.23%,-0.13%,4.62%
NASDAQ:WEN,WEN,9.0100,28.31%,16.73%,8.63%,23.91%
NASDAQ:ABCL,ABCL,5.7450,-100.33%,-847.62%,-503.91%,
NYSE:FCF,FCF,16.4050,,25.05%,18.92%,
NASDAQ:VITL,VITL,38.3650,37.29%,10.31%,7.84%,13.28%
NASDAQ:BGM,BGM,9.3001,15.23%,-7.91%,-10.13%,-3.72%
NYSE:LAC,LAC,6.9156,,,,
NYSE:TALO,TALO,9.7850,8.86%,1.66%,-8.91%,64.91%
OTC:BDGIF,BDGIF,50.5900,19.08%,11.47%,7.13%,22.06%
OTC:CIAFF,CIAFF,3.1840,17.24%,12.10%,5.54%,22.56%
NASDAQ:ARCB,ARCB,74.6800,7.76%,2.81%,3.90%,6.68%
NYSE:IMAX,IMAX,31.5550,57.20%,20.63%,10.47%,41.27%
NASDAQ:IAS,IAS,10.2050,66.30%,13.12%,9.79%,24.86%
NASDAQ:TLRY,TLRY,1.5050,20.17%,-10.72%,-258.54%,3.39%
OTC:TGASF,TGASF,0.4595,12.78%,8.26%,7.63%,14.20%
OTC:LSHGF,LSHGF,1.7000,34.61%,4.83%,0.42%,
NYSE:GNL/PD,GNL/PD,24.6100,44.06%,31.32%,-38.64%,72.91%
NYSE:GNL/PA,GNL/PA,23.5300,44.06%,31.32%,-38.64%,72.91%
NYSE:GNL/PE,GNL/PE,23.7101,44.06%,31.32%,-38.64%,72.91%
NYSE:GNL/PB,GNL/PB,22.9200,44.06%,31.32%,-38.64%,72.91%
NYSE:ALIT,ALIT,3.1150,21.38%,3.94%,-47.77%,21.25%
NYSE:WMK,WMK,67.8600,22.89%,2.39%,2.22%,4.84%
NASDAQ:FLYW,FLYW,13.7250,58.70%,0.52%,1.27%,4.69%
NASDAQ:MCRI,MCRI,91.8100,44.72%,24.27%,19.26%,34.32%
NASDAQ:PGNY,PGNY,19.4599,22.34%,6.18%,4.28%,6.51%
NYSE:ENR,ENR,24.5000,41.42%,18.51%,8.60%,22.80%
NASDAQ:JBLU,JBLU,4.5950,16.79%,-1.43%,-4.22%,5.92%
OTC:DTCGF,DTCGF,5.2300,26.23%,7.87%,-2.09%,14.12%
NASDAQ:LASR,LASR,33.4350,21.18%,-22.03%,-21.66%,-14.56%
NASDAQ:CMPR,CMPR,68.0550,46.97%,6.81%,0.44%,10.96%
NASDAQ:ASTH,ASTH,33.3625,10.09%,2.90%,1.04%,4.10%
NASDAQ:SDGR,SDGR,22.6300,57.93%,-81.09%,-76.22%,-78.44%
NASDAQ:SSII,SSII,8.5900,45.30%,-39.72%,-40.32%,-37.06%
OTC:SILXF,SILXF,6.0000,-71.56%,-170.17%,-585.57%,
NYSE:NUVB,NUVB,4.8350,20.25%,-1564.86%,-1413.43%,
OTC:ORRAF,ORRAF,1.3200,23.09%,11.67%,3.17%,19.17%
OTC:TSIOF,TSIOF,0.8014,41.60%,12.65%,11.42%,13.55%
NASDAQ:MNKD,MNKD,5.4000,74.91%,24.11%,10.87%,27.57%
OTC:NWARF,NWARF,1.5700,16.97%,9.06%,6.77%,20.60%
NYSE:FDP,FDP,34.5200,8.75%,4.21%,3.49%,5.96%
OTC:DUERF,DUERF,23.9200,21.53%,2.81%,-1.82%,9.62%
OTC:PHMMF,PHMMF,93.0000,93.85%,7.60%,22.20%,11.65%
NYSE:TDOC,TDOC,9.3299,,,-8.84%,
NASDAQ:ICFI,ICFI,89.4000,34.30%,8.39%,5.45%,11.22%
NYSE:LSPD,LSPD,12.1700,32.19%,-11.62%,-62.53%,-1.57%
OTC:CELJF,CELJF,9.7807,32.43%,8.81%,5.38%,30.62%
NASDAQ:TILE,TILE,28.1500,37.63%,10.71%,7.07%,14.00%
OTC:LNDAF,LNDAF,1.5100,,10.46%,7.72%,
NYSE:ZIM,ZIM,13.6364,32.33%,28.74%,23.37%,43.24%
OTC:RUSMF,RUSMF,29.3300,10.62%,5.13%,3.65%,7.08%
NASDAQ:ANDE,ANDE,47.9900,6.18%,1.45%,0.70%,2.61%
AMEX:UAMY,UAMY,11.8150,10.28%,-6.48%,-3.85%,-0.88%
NASDAQ:MCW,MCW,5.0100,62.88%,19.64%,8.48%,27.83%
NYSE:VYX,VYX,11.8600,22.35%,4.37%,-2.20%,13.64%
OTC:FRHLF,FRHLF,9.9850,65.66%,57.15%,37.39%,90.38%
OTC:BUMTF,BUMTF,0.9439,27.10%,21.70%,14.32%,26.73%
NASDAQ:NYAX,NYAX,44.7000,43.67%,3.78%,5.99%,10.54%
NYSE:ACVA,ACVA,9.5050,47.22%,-8.83%,-9.09%,-2.96%
OTC:EXALF,EXALF,95.0250,7.85%,6.21%,0.32%,12.38%
NASDAQ:WERN,WERN,27.3100,6.91%,3.08%,1.77%,12.67%
NYSE:TPB,TPB,90.6450,55.01%,22.36%,12.07%,24.09%
NASDAQ:CASH,CASH,71.6250,,25.18%,22.14%,
OTC:CASBF,CASBF,5.3000,69.34%,-31.50%,-18.11%,-11.83%
NYSE:KRP,KRP,13.3200,53.64%,36.59%,12.66%,76.86%
OTC:BCTCF,BCTCF,2.0500,27.22%,-7.11%,10.17%,-2.57%
NYSE:DNOW,DNOW,15.2050,23.00%,5.62%,3.41%,7.24%
NYSE:MBC,MBC,12.8400,31.13%,8.43%,3.37%,11.71%
NASDAQ:CCB,CCB,107.6675,,8.81%,7.02%,
NYSE:RVLV,RVLV,22.8000,52.47%,5.17%,3.83%,5.65%
OTC:BOEUF,BOEUF,24.6500,92.61%,21.59%,13.57%,22.39%
NYSE:AMPX,AMPX,12.9600,-49.06%,-132.12%,-135.54%,
NASDAQ:TRS,TRS,39.6300,21.02%,6.70%,3.83%,13.34%
NASDAQ:CLBK,CLBK,15.3500,,5.59%,3.20%,
NASDAQ:HTZ,HTZ,5.1800,7.16%,-3.26%,-29.58%,31.52%
NASDAQ:SUPX,SUPX,59.8600,,,,
NYSE:DRH/PA,DRH/PA,25.3500,17.36%,14.46%,6.04%,24.54%
OTC:VOBIF,VOBIF,0.6500,44.46%,12.21%,7.61%,18.12%
OTC:HNWAF,HNWAF,39.5000,5.56%,2.45%,1.80%,2.84%
NYSE:BLX,BLX,45.7500,,26.28%,26.26%,
NYSE:WS,WS,31.5650,12.96%,5.21%,3.79%,7.45%
NASDAQ:EWTX,EWTX,15.1750,,,,
OTC:DEUZF,DEUZF,10.4600,21.33%,1.02%,1.24%,5.98%
NASDAQ:CNXN,CNXN,62.8800,17.89%,3.49%,2.97%,3.92%
NYSE:XPRO,XPRO,13.8100,13.09%,8.31%,4.15%,19.18%
NYSE:DAC,DAC,86.9750,54.49%,49.04%,44.62%,68.37%
NASDAQ:NSSC,NSSC,44.5500,55.63%,25.47%,23.90%,26.72%
OTC:TABCF,TABCF,0.6900,19.72%,7.19%,1.70%,16.62%
OTC:NNWWF,NNWWF,33.0400,29.38%,8.09%,5.32%,12.65%
NASDAQ:ZD,ZD,38.5050,70.50%,15.46%,4.57%,30.99%
NASDAQ:LKFN,LKFN,61.6900,,27.21%,22.55%,
NYSE:ROG,ROG,86.5900,32.27%,5.84%,-8.14%,12.42%
NYSE:LOB,LOB,34.2800,,10.39%,6.88%,
OTC:RMGGF,RMGGF,0.7360,32.61%,14.14%,1.29%,29.81%
NASDAQ:UFPT,UFPT,202.8500,28.76%,16.56%,11.40%,19.62%
NYSE:GLP/PB,GLP/PB,26.0199,3.20%,1.55%,0.54%,2.36%
OTC:HMDPF,HMDPF,130.9950,32.11%,13.37%,9.63%,15.30%
NASDAQ:KALU,KALU,96.3200,8.64%,4.74%,2.85%,8.52%
NYSE:HUN,HUN,8.9550,13.74%,0.65%,-5.29%,5.53%
NYSE:GLP,GLP,45.7400,3.20%,1.55%,0.54%,2.36%
NYSE:MAN,MAN,33.5650,17.34%,1.56%,-0.12%,2.05%
NASDAQ:AUPH,AUPH,11.8000,89.51%,31.81%,23.31%,39.30%
OTC:DNTCF,DNTCF,7.8000,37.66%,5.57%,-2.79%,17.94%
OTC:VRNOF,VRNOF,1.3900,48.36%,9.70%,-40.83%,26.44%
NASDAQ:ALM,ALM,7.1101,-0.14%,-71.35%,-367.55%,-67.46%
OTC:BRDNF,BRDNF,4.4500,55.95%,8.84%,5.51%,16.33%
OTC:AYASF,AYASF,10.8080,20.72%,-4.91%,-10.82%,7.50%
NYSE:LOB/PA,LOB/PA,25.6693,,10.39%,6.88%,
NYSE:MD,MD,17.5700,23.13%,10.97%,5.66%,12.20%
OTC:DGIPF,DGIPF,0.3408,48.68%,17.53%,17.42%,19.28%
NYSE:BHE,BHE,42.4850,9.96%,4.04%,1.48%,5.78%
NASDAQ:NVCR,NVCR,13.6400,76.53%,-27.27%,-27.13%,-25.31%
NYSE:COUR,COUR,9.2950,54.36%,-9.20%,-6.19%,-5.39%
NASDAQ:NEXT,NEXT,5.8050,,,,
NASDAQ:RZLV,RZLV,4.7199,,,,
NYSE:NABL,NABL,8.1200,79.14%,13.63%,0.59%,21.03%
NYSE:EFXT,EFXT,12.4250,22.46%,10.57%,5.52%,18.04%
NYSE:ARCO,ARCO,7.2050,12.67%,6.44%,2.89%,10.52%
NASDAQ:AMLX,AMLX,14.2200,,,,
OTC:HLFFF,HLFFF,9.2000,55.54%,-2.15%,-2.37%,4.52%
NYSE:TNC,TNC,82.0800,41.80%,8.87%,4.84%,13.38%
NYSE:SBH,SBH,15.3100,48.69%,9.07%,5.26%,11.83%
NYSE:PD,PD,16.2250,83.65%,-4.85%,-2.87%,-0.13%
OTC:SNWGF,SNWGF,8.7500,,,,
