ticker,name,close,free_cash_flow_ttm
OTC:MMTOF,MMTOF,2.4500,
NASDAQ:APLS,APLS,28.2600,"$4,414,000"
OTC:TLPPF,TLPPF,10.5100,"$-3,757,043"
NYSE:GFF,GFF,76.3500,"$294,168,000"
AMEX:ORLA,ORLA,10.8750,"$552,512,619"
NYSE:BTU,BTU,29.0550,"$137,800,000"
NASDAQ:COMM,COMM,15.9450,"$248,100,000"
NASDAQ:MIRM,MIRM,70.1400,"$8,627,000"
NYSE:MIAX,MIAX,43.5400,"$19,231,000"
NYSE:APAM,APAM,43.5600,"$512,797,000"
NYSE:GNW,GNW,8.5650,"$228,000,000"
NASDAQ:PLUG,PLUG,2.9686,"$-819,336,000"
OTC:AALBF,AALBF,31.7580,"$229,001,256"
NYSE:MHO,MHO,132.9000,
NYSE:ASAN,ASAN,14.8450,"$33,534,999"
OTC:IHCPF,IHCPF,9.6100,"$491,462,400"
NASDAQ:EXPO,EXPO,69.3000,"$120,923,000"
OTC:SVYSF,SVYSF,33.3050,"$224,996,090"
OTC:QNTQF,QNTQF,6.5500,"$162,083,250"
OTC:PEGRF,PEGRF,7.4000,"$-721,302,750"
OTC:HPHTF,HPHTF,11.3000,
OTC:SECCF,SECCF,3.5000,"$554,611,200"
NASDAQ:NNNN,NNNN,24.2200,
NASDAQ:HWKN,HWKN,166.9200,"$81,009,000"
OTC:MTPLF,MTPLF,3.0500,
NASDAQ:PAGP,PAGP,17.6050,"$2,111,000,000"
NYSE:BBUC,BBUC,35.9800,"$-695,395,939"
OTC:ITVPF,ITVPF,0.9294,"$514,800,000"
OTC:TTCIF,TTCIF,45.0000,
NASDAQ:FLNC,FLNC,18.9600,"$-441,914,000"
AMEX:NG,NG,8.4900,"$-10,195,665"
OTC:SNPHF,SNPHF,10.1050,"$336,999,474"
NYSE:KAI,KAI,292.9000,"$150,121,000"
OTC:DNIEF,DNIEF,38.2550,
OTC:GGPSF,GGPSF,5.1250,
NYSE:SEI,SEI,50.7700,"$-440,333,000"
NASDAQ:ALHC,ALHC,17.3250,"$28,406,000"
NASDAQ:PATK,PATK,103.0800,"$261,933,000"
NASDAQ:INDB,INDB,68.6600,
NASDAQ:NSIT,NSIT,108.7250,"$200,764,000"
OTC:ZIZTF,ZIZTF,2.6550,"$-33,769,363"
NYSE:AIR,AIR,86.3603,"$-28,200,000"
NYSE:HAYW,HAYW,15.7650,"$163,426,000"
OTC:TBCCF,TBCCF,61.0000,
OTC:COLZF,COLZF,1.2200,"$-103,817,138"
NASDAQ:NMRK,NMRK,19.2950,"$-268,960,000"
NYSE:RH,RH,181.7500,"$-50,905,000"
NYSE:HCC,HCC,64.8000,"$-273,693,000"
NYSE:HOG,HOG,28.0100,"$821,395,000"
NASDAQ:DAVE,DAVE,252.1700,"$191,951,000"
OTC:SASOF,SASOF,5.3400,"$707,056,000"
OTC:QUCOF,QUCOF,8.5000,"$314,764,917"
NASDAQ:SLNO,SLNO,63.8800,"$-84,730,000"
NASDAQ:MYRG,MYRG,218.5500,"$108,625,000"
NYSE:NVST,NVST,20.3900,"$257,899,999"
OTC:KOYJF,KOYJF,22.0950,"$271,173,298"
NYSE:AHL,AHL,36.7550,"$480,300,000"
NYSE:AHL/PF,AHL/PF,25.2600,"$480,300,000"
NYSE:AHL/PE,AHL/PE,21.6988,"$480,300,000"
NYSE:AHL/PD,AHL/PD,21.8996,"$480,300,000"
OTC:DRTGF,DRTGF,17.7940,"$851,227,650"
NASDAQ:FIZZ,FIZZ,35.8200,"$172,614,000"
OTC:GMALF,GMALF,0.5925,"$228,335,117"
NASDAQ:FORM,FORM,43.4000,"$3,634,000"
NYSE:ANF,ANF,71.0421,"$344,378,000"
NASDAQ:FRSH,FRSH,11.4600,"$181,929,000"
NYSE:AAP,AAP,55.6750,"$-292,536,000"
NASDAQ:CGON,CGON,43.7104,"$-94,055,000"
NASDAQ:GTX,GTX,16.5173,"$372,000,000"
NYSE:TBBB,TBBB,29.0100,"$-65,360,670"
NASDAQ:HTFL,HTFL,39.9200,
NASDAQ:AMRX,AMRX,10.5850,"$270,808,000"
NYSE:RNST,RNST,34.9300,"$120,440,000"
NASDAQ:EEFT,EEFT,83.4800,
NASDAQ:AGYS,AGYS,118.1200,"$47,137,000"
NYSE:FUL,FUL,61.2200,"$121,374,000"
OTC:NDGPF,NDGPF,0.7050,"$-1,386,243,046"
NASDAQ:FIBK,FIBK,31.5100,"$305,500,000"
OTC:TAGOF,TAGOF,17.4850,"$123,389,740"
NASDAQ:IMVT,IMVT,18.9300,"$-417,663,000"
OTC:BYDGF,BYDGF,153.5375,"$234,889,309"
NASDAQ:ETOR,ETOR,39.3450,
NASDAQ:OTTR,OTTR,78.5750,"$81,288,000"
OTC:WAWIF,WAWIF,7.7900,"$1,659,537,686"
NASDAQ:FULT,FULT,18.0400,
NASDAQ:GRAL,GRAL,91.0800,"$-371,753,000"
OTC:RGRNF,RGRNF,4.3300,"$395,876,311"
OTC:TGNOF,TGNOF,169.9900,"$206,640,120"
NASDAQ:BL,BL,52.8100,"$170,733,000"
OTC:MANDF,MANDF,6.5000,"$-82,459,300"
OTC:AUTSF,AUTSF,0.9518,"$74,973,757"
OTC:SNYYF,SNYYF,1.0100,"$240,624,662"
NASDAQ:INTA,INTA,39.8800,"$114,486,000"
NYSE:FBP,FBP,20.3250,
OTC:VGPBF,VGPBF,119.4200,"$5,735,633"
NASDAQ:CATY,CATY,47.1500,
NYSE:GPOR,GPOR,184.8950,"$284,982,000"
OTC:KDKWF,KDKWF,23.7700,"$46,657,836"
NASDAQ:ASO,ASO,48.6100,"$233,677,000"
OTC:TSRYF,TSRYF,4.0000,"$260,796,228"
NASDAQ:RARE,RARE,33.5000,"$-427,301,000"
NASDAQ:FULTP,FULTP,19.9300,
NYSE:TGNA,TGNA,19.9800,"$575,691,000"
NYSE:PRM,PRM,21.9547,"$167,708,080"
NYSE:SMG,SMG,55.5900,"$244,600,000"
OTC:QUILF,QUILF,2.3750,"$7,708,272,000"
NYSE:HCXY,HCXY,25.2100,"$294,833,000"
AMEX:SEB,SEB,3337.8400,"$21,000,000"
OTC:WGXRF,WGXRF,3.3860,"$69,868,532"
NYSE:HTGC,HTGC,17.6050,"$294,833,000"
NASDAQ:PRVA,PRVA,26.0600,"$91,847,000"
NASDAQ:KYIV,KYIV,13.3900,
OTC:LIMAF,LIMAF,53.4500,"$613,736,448"
NASDAQ:BRZE,BRZE,28.7500,"$29,068,000"
NASDAQ:IRON,IRON,85.2600,"$-135,556,000"
NASDAQ:XENE,XENE,41.3000,"$-232,083,470"
OTC:CNALF,CNALF,3.2200,
NYSE:AVA,AVA,39.2050,"$-86,788,000"
NASDAQ:BLKB,BLKB,65.3900,"$243,226,000"
NYSE:MANU,MANU,18.3800,"$37,374,830"
NASDAQ:MLYS,MLYS,40.7450,"$-192,722,000"
OTC:MDALF,MDALF,25.0100,"$577,610,800"
NYSE:BRSL,BRSL,16.6750,"$965,786,060"
OTC:NDCVF,NDCVF,15.8400,"$127,425,593"
OTC:VLEEF,VLEEF,13.0000,"$1,536,098,960"
OTC:IWGFF,IWGFF,3.1600,"$139,010,537"
OTC:FSRPF,FSRPF,0.8037,"$523,078,830"
NYSE:BBAI,BBAI,7.2250,"$-32,314,999"
NASDAQ:INDV,INDV,25.2500,"$198,466,470"
NASDAQ:AVPT,AVPT,14.8600,"$81,118,000"
NASDAQ:MGEE,MGEE,86.1250,"$44,247,000"
OTC:SDCVF,SDCVF,71.2500,"$492,964,077"
NYSE:WHD,WHD,39.4000,"$232,302,000"
NYSE:HAFN,HAFN,6.2200,"$733,057,327"
NYSE:PAGS,PAGS,9.5350,"$353,718,270"
OTC:GNGYF,GNGYF,0.3200,
OTC:TCLHF,TCLHF,1.2450,"$340,403,748"
NYSE:KGS,KGS,36.0800,"$126,922,000"
OTC:KNTNF,KNTNF,12.9020,"$64,368,333"
OTC:SHWGF,SHWGF,0.6899,
OTC:MNGPF,MNGPF,2.7900,"$327,134,423"
OTC:YAMCF,YAMCF,6.4400,"$182,849,589"
NASDAQ:IPAR,IPAR,97.0600,"$199,362,000"
OTC:NGCRF,NGCRF,0.7047,"$154,469,279"
NASDAQ:RUM,RUM,7.1661,"$-63,040,490"
OTC:MLXSF,MLXSF,77.0000,"$110,134,655"
OTC:SHZNF,SHZNF,0.8942,"$205,271,425"
NASDAQ:PTON,PTON,7.6100,"$323,700,000"
NYSE:TR,TR,38.1900,"$105,238,000"
OTC:STLJF,STLJF,56.2100,"$272,499,500"
NYSE:ENVA,ENVA,123.8450,"$1,705,208,000"
NASDAQ:PTRN,PTRN,17.5700,
NYSE:BBU,BBU,34.7700,"$1,950,122,208"
OTC:CGNMF,CGNMF,0.4054,"$-52,015,470"
OTC:MCRPF,MCRPF,1.6100,"$-167,023,930"
OTC:IIJIF,IIJIF,17.0780,"$211,625,622"
OTC:PRBZF,PRBZF,68.5300,"$-100,846,849"
NYSE:TNET,TNET,63.3200,"$617,000,000"
OTC:LGDDF,LGDDF,21.8500,"$1,055,479,040"
NYSE:PBH,PBH,62.3600,"$267,841,999"
NASDAQ:NVTS,NVTS,14.3850,"$-50,532,000"
NYSE:CPK,CPK,130.0750,"$-200,018,000"
NYSE:STNG,STNG,59.9900,"$412,376,000"
OTC:CSPKF,CSPKF,0.7897,
OTC:REDLF,REDLF,0.4500,"$166,954,958"
NASDAQ:CELC,CELC,71.9500,"$-120,631,610"
OTC:CTTTF,CTTTF,50.5350,"$135,813,200"
OTC:MEPDF,MEPDF,16.5000,
NYSE:GENI,GENI,12.0450,"$37,639,000"
NYSE:BFH,BFH,65.3000,"$1,832,000,000"
NYSE:AZZ,AZZ,101.3000,"$407,092,000"
OTC:JTCPF,JTCPF,18.0000,"$78,452,774"
NASDAQ:QUBT,QUBT,16.2700,"$-25,022,000"
NASDAQ:ICUI,ICUI,122.8750,"$60,519,000"
NASDAQ:VIAV,VIAV,13.6150,"$62,000,000"
NASDAQ:ARLP,ARLP,23.5700,"$317,825,000"
NASDAQ:NCNO,NCNO,26.1000,"$59,768,000"
NYSE:CAAP,CAAP,18.5150,"$209,263,370"
NASDAQ:MCHB,MCHB,13.7001,"$-28,396,000"
NASDAQ:PLMR,PLMR,112.4400,"$380,659,000"
OTC:SECYF,SECYF,13.6850,"$152,041,500"
NYSE:CBU,CBU,56.8500,
NYSE:GRBK,GRBK,68.9100,"$162,752,000"
OTC:HXPLF,HXPLF,8.7120,"$195,251,200"
NASDAQ:WSBC,WSBC,31.2500,
NYSE:AVNT,AVNT,32.7250,"$149,800,000"
NYSE:CNK,CNK,26.0400,"$304,800,000"
NYSE:KMPR,KMPR,47.7200,"$551,100,000"
NYSE:KMPB,KMPB,23.8000,"$551,100,000"
NYSE:FBK,FBK,55.4900,
OTC:BBAJF,BBAJF,2.5100,"$1,151,360,360"
NASDAQ:LIVN,LIVN,54.6700,"$162,097,000"
NYSE:GRBK/PA,GRBK/PA,23.5800,"$162,752,000"
NASDAQ:SUPN,SUPN,53.1100,"$185,865,000"
NASDAQ:VC,VC,109.1800,"$366,000,000"
NYSE:GRND,GRND,15.5100,"$120,660,870"
OTC:LYSFF,LYSFF,5.0000,"$63,552,128"
NYSE:REVG,REVG,61.0100,"$199,600,000"
NYSE:MATX,MATX,93.6300,"$257,399,999"
NASDAQ:FHB,FHB,23.8800,"$308,554,000"
OTC:REMYF,REMYF,56.8000,"$20,771,520"
NASDAQ:CENX,CENX,31.8300,"$-21,800,000"
NYSE:PRGO,PRGO,21.5800,"$256,700,000"
NASDAQ:TMC,TMC,7.3050,"$-39,731,000"
NYSE:CWT,CWT,49.8200,"$-228,611,000"
NYSE:TPH,TPH,33.9000,"$271,306,000"
NYSE:WD,WD,86.7900,"$-202,852,000"
NASDAQ:WSFS,WSFS,52.7438,
OTC:KRDXF,KRDXF,382.5400,"$66,127,818"
NYSE:SXI,SXI,243.7300,"$41,252,000"
NASDAQ:SGRY,SGRY,22.9800,"$175,300,000"
NASDAQ:WSBCP,WSBCP,25.3500,
NASDAQ:WSBCO,WSBCO,25.5900,
NYSE:AWR,AWR,76.4850,"$-3,290,000"
NYSE:EE,EE,25.8300,"$178,949,000"
OTC:BVNKF,BVNKF,37.2200,"$263,785,286"
OTC:PEYUF,PEYUF,14.5800,"$202,979,074"
NASDAQ:COLM,COLM,53.7200,"$257,209,999"
OTC:GEBHF,GEBHF,0.7622,"$72,768,573"
NASDAQ:CNXC,CNXC,47.1400,"$515,813,000"
NYSE:RHI,RHI,28.7850,
OTC:BVHMF,BVHMF,9.1000,"$250,673,280"
OTC:SPTJF,SPTJF,0.1489,"$910,124,457"
NYSE:JOE,JOE,50.3500,"$111,092,000"
NYSE:YETI,YETI,35.8500,"$249,860,000"
NYSE:WOR,WOR,58.6100,"$155,513,000"
OTC:DSVSF,DSVSF,3.6225,"$12,081,276"
NYSE:WU,WU,8.9950,"$427,300,000"
NASDAQ:KNSA,KNSA,39.1150,"$66,491,000"
NYSE:GEF,GEF,59.9000,"$340,100,000"
NYSE:GEF.B,GEF.B,61.9800,"$340,100,000"
NASDAQ:NMIH,NMIH,37.1600,"$387,515,000"
NYSE:RXO,RXO,17.5500,"$-45,000,000"
NASDAQ:MGNI,MGNI,20.2000,"$182,473,000"
OTC:OLGPF,OLGPF,0.7594,"$-1,218,173,576"
NYSE:KAR,KAR,26.9700,"$281,500,000"
NASDAQ:VCYT,VCYT,36.4400,"$83,966,000"
NASDAQ:SRRK,SRRK,29.7600,"$-258,123,000"
OTC:EIFZF,EIFZF,55.2150,"$-42,763,324"
NYSE:BKE,BKE,55.7600,"$210,526,000"
NYSE:CBZ,CBZ,52.8400,"$105,067,000"
OTC:BRCTF,BRCTF,32.1600,
NASDAQ:BWIN,BWIN,23.9500,"$-104,808,000"
NYSE:NATL,NATL,38.5700,"$197,000,000"
NASDAQ:TARS,TARS,67.2000,"$-82,817,000"
NYSE:UNF,UNF,159.0000,"$141,363,000"
OTC:GBNXF,GBNXF,17.2640,"$247,317,167"
NYSE:TTAM,TTAM,15.3200,
NASDAQ:MGRC,MGRC,114.5700,"$58,673,000"
NYSE:LXP/PC,LXP/PC,47.6700,"$196,356,000"
OTC:CDGLF,CDGLF,1.3000,"$-172,942,000"
NYSE:TGLS,TGLS,59.9600,"$63,947,000"
NYSE:BKU,BKU,37.4500,
NYSE:AEO,AEO,16.6300,"$151,641,000"
NYSE:USAC,USAC,22.9500,"$258,332,000"
NASDAQ:EXTR,EXTR,21.0600,"$126,623,000"
NASDAQ:DGNX,DGNX,13.9300,
OTC:PPAAF,PPAAF,0.1160,"$695,605,497"
NYSE:BB,BB,4.7550,"$28,338,176"
NYSE:MTRN,MTRN,135.1380,"$76,571,000"
OTC:YNGFF,YNGFF,0.8045,"$73,679,580"
NASDAQ:PLBL,PLBL,7.6400,"$-572,160"
NYSE:ABM,ABM,45.7100,"$57,800,000"
NASDAQ:CAKE,CAKE,56.1050,"$131,211,000"
NASDAQ:BEAM,BEAM,27.6150,"$-355,572,000"
NASDAQ:AMSC,AMSC,61.7500,"$26,037,000"
NASDAQ:WDFC,WDFC,206.0000,"$83,364,000"
OTC:ASMOF,ASMOF,12.4000,"$129,499,233"
OTC:TDBOF,TDBOF,15.5650,"$376,412,994"
NYSE:OLN,OLN,24.2500,"$271,200,000"
OTC:OPMXF,OPMXF,0.8726,"$538,216,160"
OTC:IPGDF,IPGDF,3.6700,"$21,502,866"
NYSE:C/PN,C/PN,31.0000,
NASDAQ:AUGO,AUGO,33.5100,"$-5,088,300"
OTC:APNHF,APNHF,6.2300,"$144,648,000"
NASDAQ:MEOH,MEOH,35.7600,"$798,290,171"
NASDAQ:GSHD,GSHD,74.1700,"$77,890,000"
OTC:GARPF,GARPF,0.2177,"$89,802,436"
NASDAQ:SYNA,SYNA,71.4600,"$116,200,000"
NYSE:PRKS,PRKS,50.1100,"$250,297,000"
NASDAQ:RNW,RNW,7.5950,"$-647,632,810"
NYSE:BSM,BSM,13.0050,"$327,988,000"
OTC:BKFKF,BKFKF,46.3500,"$152,031,573"
NYSE:TIC,TIC,12.4600,
NYSE:BCC,BCC,73.4100,"$-13,878,000"
NASDAQ:NTLA,NTLA,25.4887,"$-421,818,000"
NASDAQ:SBCF,SBCF,31.1200,"$181,769,000"
OTC:VETTF,VETTF,2.7300,"$24,539,476"
OTC:TPZEF,TPZEF,17.7460,"$224,942,093"
NASDAQ:SBET,SBET,13.8600,"$-4,180,189"
NYSE:RNG,RNG,30.1000,"$487,505,000"
NYSE:ARX,ARX,12.3650,
NYSE:CMBT,CMBT,9.3650,"$-1,030,124,913"
NASDAQ:IAC,IAC,33.9000,"$157,179,000"
OTC:LIOPF,LIOPF,10.0000,"$96,479,856"
NASDAQ:TOWN,TOWN,33.4700,
OTC:MITFF,MITFF,2.0700,"$257,008,500"
NASDAQ:ONDS,ONDS,7.7550,"$-31,878,690"
NASDAQ:SEZL,SEZL,79.5000,"$28,728,800"
NYSE:LBRT,LBRT,16.6800,"$-2,143,000"
NYSE:CON,CON,21.0200,"$186,909,000"
OTC:TCMFF,TCMFF,1.2500,"$73,424,290"
OTC:DRSHF,DRSHF,3.0750,"$-27,980,726"
NYSE:CIVI,CIVI,29.0000,"$861,923,000"
NASDAQ:BHFAP,BHFAP,15.6501,"$51,000,000"
NASDAQ:BHFAL,BHFAL,17.8550,"$51,000,000"
NASDAQ:BHFAO,BHFAO,15.9300,"$51,000,000"
NASDAQ:BHFAN,BHFAN,12.9100,"$51,000,000"
NASDAQ:BHFAM,BHFAM,11.8750,"$51,000,000"
NYSE:VSCO,VSCO,33.4300,"$242,000,000"
NASDAQ:FOLD,FOLD,8.6900,"$-48,914,000"
NYSE:HCI,HCI,206.5500,"$483,512,000"
OTC:COFAF,COFAF,17.9500,"$139,881,600"
OTC:UVRBF,UVRBF,1.2500,"$145,165,504"
NASDAQ:FRPT,FRPT,54.7200,"$-7,067,000"
NYSE:WRBY,WRBY,21.8450,"$52,369,000"
NASDAQ:ADPT,ADPT,17.4880,"$-82,808,000"
NYSE:CPRI,CPRI,22.3500,"$92,257,390"
NASDAQ:DIOD,DIOD,57.2550,"$163,409,000"
NASDAQ:BHF,BHF,46.4600,"$51,000,000"
NASDAQ:ACMR,ACMR,41.3600,"$-14,520,000"
NYSE:BANC,BANC,16.8250,
NASDAQ:HURN,HURN,153.1350,"$189,164,000"
OTC:GYUAF,GYUAF,26.4100,
NYSE:FLO,FLO,12.5150,"$373,383,000"
NYSE:ATS,ATS,27.0500,"$134,421,579"
NASDAQ:ACLS,ACLS,84.8900,"$122,548,000"
NASDAQ:XRAY,XRAY,13.1700,"$138,000,000"
NYSE:GLOB,GLOB,59.6400,"$233,052,000"
OTC:YUEIF,YUEIF,1.6300,"$263,616,785"
NASDAQ:ODD,ODD,46.7750,"$129,989,000"
NYSE:DAN,DAN,19.9100,"$29,000,000"
OTC:OCDGF,OCDGF,3.1520,
NASDAQ:PENN,PENN,17.8600,"$-140,800,000"
NASDAQ:CVBF,CVBF,18.9200,
NYSE:BANC/PF,BANC/PF,24.8900,
NYSE:FUN,FUN,25.7300,"$-197,201,000"
OTC:GGNDF,GGNDF,17.9000,"$351,296,360"
OTC:TPSRF,TPSRF,0.4200,"$304,530,280"
NASDAQ:XMTR,XMTR,51.2150,"$-20,422,000"
NASDAQ:PTEN,PTEN,6.7450,"$288,661,000"
NYSE:KEN,KEN,49.8100,"$19,895,000"
OTC:BATRB,BATRB,57.0000,"$-17,462,000"
NASDAQ:SHOO,SHOO,35.6700,"$117,775,000"
NASDAQ:SFNC,SFNC,17.8700,
OTC:OSBGF,OSBGF,7.2100,"$560,376,960"
NASDAQ:CPRX,CPRX,21.1000,"$274,716,000"
NASDAQ:ALRM,ALRM,51.6400,"$164,628,000"
NYSE:HP,HP,25.9000,"$36,547,000"
OTC:SRAIF,SRAIF,25.7000,"$-236,413,228"
OTC:LLESF,LLESF,3.7500,"$-543,161,080"
OTC:THQQF,THQQF,11.2172,"$425,008,000"
OTC:NZTCF,NZTCF,1.3540,"$141,878,360"
OTC:TCAPF,TCAPF,3.6000,"$410,467,200"
AMEX:PRK,PRK,158.6200,"$221,466,000"
NASDAQ:IDYA,IDYA,29.0700,"$-297,257,000"
OTC:KNEVF,KNEVF,9.2300,"$-22,027,200"
NASDAQ:RXRX,RXRX,5.8250,"$-393,872,000"
OTC:MLFNF,MLFNF,20.2600,"$349,467,020"
NASDAQ:FA,FA,14.5400,"$-27,659,000"
NYSE:SAM,SAM,232.2450,"$211,896,000"
NYSE:BOH,BOH,63.5000,"$154,122,000"
NASDAQ:PPTA,PPTA,23.4600,"$-37,330,690"
OTC:KUKYF,KUKYF,5.5900,"$10,075,428"
NYSE:TDW,TDW,50.8900,"$286,107,000"
NASDAQ:TVTX,TVTX,28.2300,"$-115,591,000"
AMEX:DNN,DNN,2.8000,"$-55,978,448"
NASDAQ:DRVN,DRVN,15.2550,"$29,544,000"
NASDAQ:INOD,INOD,78.5500,"$36,072,000"
OTC:SJMHF,SJMHF,0.3522,"$-1,502,730"
NASDAQ:BITF,BITF,4.5255,"$-523,028,885"
NASDAQ:ALVO,ALVO,8.2800,"$-122,747,000"
NASDAQ:AGIO,AGIO,43.0100,"$-409,025,000"
NYSE:FSM,FSM,8.1350,"$244,755,562"
NASDAQ:ALKT,ALKT,23.9150,"$8,984,000"
OTC:BICEF,BICEF,60.3740,"$266,953,737"
NASDAQ:BATRA,BATRA,42.9200,"$-17,462,000"
NYSE:HAE,HAE,51.4351,"$189,165,000"
NYSE:BOH/PA,BOH/PA,16.7041,"$154,122,000"
NYSE:BOH/PB,BOH/PB,26.0424,"$154,122,000"
NYSE:CLVT,CLVT,3.6700,"$325,900,000"
NASDAQ:OCUL,OCUL,11.6400,"$-179,366,000"
NYSE:ITGR,ITGR,70.3600,"$121,319,000"
NYSE:PFS,PFS,18.8700,"$578,610,000"
NASDAQ:BATRK,BATRK,39.3350,"$-17,462,000"
NYSE:HG,HG,24.5900,"$697,977,000"
NYSE:HBI,HBI,6.9000,"$57,668,000"
OTC:NTXVF,NTXVF,0.9722,"$297,296,724"
OTC:EQGPF,EQGPF,63.6700,"$458,752,681"
OTC:MMNNF,MMNNF,13.3500,"$92,050,000"
NASDAQ:CDTX,CDTX,96.0850,"$-129,126,000"
NASDAQ:DYN,DYN,17.1150,"$-361,929,000"
OTC:PALAF,PALAF,5.4185,"$-26,135,155"
NYSE:SA,SA,23.8250,"$-73,856,178"
NYSE:VAC,VAC,70.2300,"$70,000,000"
NYSE:MH,MH,12.7200,
NASDAQ:POWI,POWI,43.2850,"$82,675,000"
NYSE:DXC,DXC,13.5400,"$1,103,000,000"
NASDAQ:SEDG,SEDG,40.8150,"$-96,497,000"
NYSE:SM,SM,21.0700,"$-1,513,960,000"
NYSE:AI,AI,18.0250,"$-85,859,000"
NYSE:UNFI,UNFI,39.9200,"$239,000,000"
OTC:EXXAF,EXXAF,10.1700,"$513,968,000"
OTC:HCHDF,HCHDF,4.6900,"$175,097,235"
NYSE:DKL,DKL,45.0900,"$-51,592,000"
OTC:FDVWF,FDVWF,120.5100,"$124,247,317"
NASDAQ:SPNS,SPNS,43.0900,"$79,614,380"
NYSE:OGN,OGN,9.2650,"$658,000,000"
NASDAQ:ARQT,ARQT,20.0400,"$-66,321,000"
OTC:CRRSF,CRRSF,6.5600,"$125,127,419"
NASDAQ:PCT,PCT,13.3300,"$-195,283,000"
NASDAQ:ATEC,ATEC,16.2115,"$-22,379,000"
NASDAQ:USAR,USAR,24.6200,"$-25,664,490"
NASDAQ:WBTN,WBTN,18.3600,"$-21,484,000"
NASDAQ:PRDO,PRDO,36.8750,"$205,390,000"
NASDAQ:ENVX,ENVX,12.1800,"$-139,540,000"
NASDAQ:CHEF,CHEF,58.5200,"$118,196,000"
NASDAQ:APPN,APPN,32.0750,"$45,990,000"
NYSE:OII,OII,23.6800,"$121,301,000"
NYSE:INSW,INSW,48.0650,"$200,548,000"
NASDAQ:GEMI,GEMI,20.2050,
OTC:ATHOF,ATHOF,4.8100,"$509,621,807"
OTC:NWWDF,NWWDF,0.9397,"$-83,554,335"
NYSE:SPHR,SPHR,65.6100,"$-90,500,000"
OTC:NHPEF,NHPEF,2.8000,"$176,760,745"
NYSE:DBRG/PJ,DBRG/PJ,21.7900,"$190,665,000"
NYSE:DBRG/PH,DBRG/PH,21.8943,"$190,665,000"
NYSE:DBRG/PI,DBRG/PI,21.8400,"$190,665,000"
NYSE:EXK,EXK,8.1300,"$-170,082,208"
NYSE:CUBI,CUBI,69.7350,
NYSE:CSTM,CSTM,16.8700,"$-148,036,090"
NASDAQ:DNLI,DNLI,16.0700,"$-367,952,000"
OTC:WDOFF,WDOFF,15.5180,"$126,027,713"
NYSE:BUR,BUR,10.6950,"$355,398,261"
OTC:PRMRF,PRMRF,16.2787,"$-141,611,600"
NYSE:ATKR,ATKR,69.3100,"$261,113,000"
NASDAQ:PAX,PAX,14.6250,"$255,929,000"
NYSE:KWR,KWR,133.9800,"$118,607,000"
NASDAQ:COCO,COCO,40.9900,"$26,189,000"
NASDAQ:PINC,PINC,28.1050,"$318,780,000"
AMEX:FISK,FISK,7.9400,"$62,445,000"
NYSE:VSH,VSH,17.1300,"$-205,070,000"
NASDAQ:TRMK,TRMK,38.4200,"$251,760,000"
NASDAQ:IBRX,IBRX,2.4500,"$-356,663,000"
OTC:TATYF,TATYF,5.2400,"$91,696,500"
NASDAQ:WAFD,WAFD,29.3200,
NASDAQ:FFBC,FFBC,24.1200,
NASDAQ:LUNR,LUNR,12.9199,"$-40,223,000"
NYSE:ASH,ASH,50.4900,"$72,000,000"
OTC:BCAUF,BCAUF,0.4573,
OTC:UNEGF,UNEGF,0.0884,"$71,650,930"
OTC:GGGSF,GGGSF,22.5050,"$-16,473,600"
NYSE:BHC,BHC,6.1950,"$1,095,490,289"
OTC:PAFRF,PAFRF,1.1300,"$25,841,614"
NASDAQ:GCMG,GCMG,11.7500,"$172,079,000"
NYSE:DK,DK,38.0383,"$-784,800,000"
NASDAQ:WAFDP,WAFDP,16.5999,
NYSE:TRN,TRN,28.1950,"$-242,500,000"
NYSE:CGAU,CGAU,11.1900,"$67,769,913"
NYSE:INSP,INSP,76.9250,"$85,007,000"
OTC:NMRSF,NMRSF,32.7400,
NYSE:AMBP,AMBP,3.7996,"$309,000,000"
NYSE:ALG,ALG,187.4000,"$185,470,000"
NASDAQ:NNE,NNE,45.1470,"$-22,725,330"
NASDAQ:PGY,PGY,29.6000,"$106,548,000"
OTC:TVAVF,TVAVF,24.4600,
OTC:ITOEF,ITOEF,22.3200,
OTC:BFFBF,BFFBF,11.9900,
NYSE:EPAC,EPAC,42.6100,"$91,944,000"
NYSE:IHS,IHS,6.7650,"$420,238,740"
NASDAQ:ADUS,ADUS,122.4850,"$93,634,000"
OTC:TNEYF,TNEYF,4.5260,"$284,620,219"
OTC:NUVSF,NUVSF,11.6000,"$121,254,932"
AMEX:OGCP,OGCP,7.5100,"$62,445,000"
OTC:PTNDF,PTNDF,0.2130,"$-280,609,153"
NYSE:ABR/PD,ABR/PD,17.9700,"$350,131,000"
NYSE:ABR/PE,ABR/PE,17.5301,"$350,131,000"
NYSE:ABR/PF,ABR/PF,22.5849,"$350,131,000"
NYSE:SAH,SAH,65.5750,"$437,600,000"
OTC:TVAHF,TVAHF,22.0280,
NYSE:LCII,LCII,92.0500,"$297,160,000"
OTC:ALSSF,ALSSF,2.7300,"$263,790,301"
OTC:LINRF,LINRF,0.7561,"$-224,772,680"
NYSE:HI,HI,31.5200,"$89,400,000"
OTC:RBSTF,RBSTF,4.6500,
NYSE:CUBB,CUBB,20.8000,
NYSE:CUBI/PF,CUBI/PF,25.4264,
